rp_min,rp_max,n_pairs,rp,ds_raw,ds,z_l,z_s,1+m,R_t
0.5,0.7924465962305568,103446,0.6294627058970836,6.978624313470311,11.523089992013539,0.6345783506926088,0.935777060087343,0.9631,0.628824541346281
0.7924465962305568,1.25594321575479,253394,0.9976311574844399,5.6251645668022405,9.276794541167517,0.6345300780060306,0.9357770600873451,0.9631000000000002,0.6296017282363207
1.25594321575479,1.9905358527674866,629133,1.5811388300841898,2.863185979881231,4.726745842623,0.6344384329205152,0.9357770600873344,0.9631000000000002,0.6289497155300631
1.9905358527674866,3.1547867224009667,1560209,2.505936168136362,1.025239028683674,1.6925253017364483,0.6344035452193446,0.935777060087342,0.9631,0.6289535574847759
3.1547867224009667,4.999999999999999,3904503,3.9716411736214075,0.8642425582020995,1.4295355087968107,0.6344603447651731,0.9357770600873365,0.9631000000000001,0.6277248452798342
4.999999999999999,7.92446596230557,9744741,6.294627058970836,0.4469482791866878,0.7389665940136436,0.6344052597304581,0.9357770600873481,0.9631000000000001,0.6280020778771425
7.92446596230557,12.559432157547903,24356781,9.9763115748444,0.49625968067706305,0.8212691380135425,0.6344358705524863,0.935777060087337,0.9630999999999998,0.6274109670911716
12.559432157547903,19.905358527674863,60844482,15.811388300841898,0.3916087552967043,0.6477368749163271,0.6344731433511299,0.9357770600873366,0.9631000000000002,0.6277437368815894
19.905358527674863,31.54786722400966,151497521,25.059361681363615,0.18709054183394683,0.30936006512521497,0.6345657460644399,0.9357770600873344,0.9631,0.6279371816150273
31.54786722400966,49.99999999999999,375966146,39.71641173621407,0.17016676881705356,0.2815127244190916,0.6346143302092457,0.93577706008734,0.9630999999999998,0.6276323781001654
