rp_min,rp_max,n_pairs,rp,ds_raw,ds,z_l,z_s,1+m,2R,1+m_sel,f_bias
0.5,0.7924465962305568,37322,0.6294627058970836,20.007650011104197,14.361819039152621,0.6356774288174826,1.3329778118825961,0.851157643544936,1.6639332427136342,1.008387493670581,1.0081654721769775
0.7924465962305568,1.25594321575479,93984,0.9976311574844399,9.105369004599703,6.542233346029755,0.6357394770215637,1.3328039239367961,0.8504043995818501,1.6640213677177647,1.0085228144277891,1.008154631470266
1.25594321575479,1.9905358527674866,234817,1.5811388300841898,8.784994915430042,6.3160353903468165,0.635938009532951,1.3328068688459427,0.8504702429013937,1.6640781105303266,1.0092674772741033,1.0081603015324538
1.9905358527674866,3.1547867224009667,588422,2.505936168136362,3.600553329917863,2.5892483735614644,0.635789020368754,1.3333562825468062,0.8501539413261813,1.6640522316342437,1.0091222759985639,1.0081500999329334
3.1547867224009667,4.999999999999999,1470301,3.9716411736214075,2.840148324133412,2.0413699668666383,0.6360482115031922,1.3332690009929635,0.8505556588249283,1.6640347634607557,1.0090825267193928,1.008136054733375
4.999999999999999,7.92446596230557,3677385,6.294627058970836,2.141456628326356,1.5390052334478748,0.6359446357949934,1.3332994209678068,0.8506258865364836,1.6640692465810056,1.0090412289336013,1.0081656399143557
7.92446596230557,12.559432157547903,9237911,9.9763115748444,1.4008852933975486,1.007033345916381,0.6358752115419241,1.3333603166037111,0.8504031824301925,1.6640377582890422,1.00902841305739,1.0081518077603362
12.559432157547903,19.905358527674863,23271186,15.811388300841898,0.9163082404448635,0.6584810810094901,0.6356885277809322,1.3333999121425988,0.8506794785382931,1.6640550916228256,1.0090449024032504,1.0081493470610887
19.905358527674863,31.54786722400966,58367535,25.059361681363615,0.5714680396515993,0.41054864621339443,0.6356544764143459,1.3334137155648955,0.8509405641117611,1.664070189675947,1.0090408598934324,1.008172373178338
31.54786722400966,49.99999999999999,145258658,39.71641173621407,0.3223040211947245,0.2314930595211483,0.63591004529783,1.333371640434218,0.8511419642882603,1.6641002749515168,1.0090568358577223,1.0081800924373756
